Employee,Country,Entry,Exit
Emp1,FR,2025-01-25,2025-02-18
Emp1,FR,2025-10-23,2025-11-21
Emp1,FR,2025-01-14,2025-02-06
Emp1,FR,2025-08-26,2025-09-12
Emp1,FR,2025-02-13,2025-02-15
Emp1,FR,2025-06-18,2025-06-23
Emp1,FR,2025-08-23,2025-09-07
Emp1,FR,2025-02-02,2025-02-27
Emp1,FR,2025-01-01,2025-01-24
Emp1,FR,2025-06-26,2025-07-10
Emp1,FR,2025-01-15,2025-01-22
Emp1,FR,2025-01-07,2025-01-14
Emp1,FR,2025-01-05,2025-01-15
Emp1,FR,2025-01-11,2025-02-02
Emp1,FR,2025-07-10,2025-07-16
Emp1,FR,2025-03-15,2025-03-23
Emp1,FR,2025-04-18,2025-05-12
Emp1,FR,2025-06-15,2025-07-07
Emp1,FR,2025-04-20,2025-05-14
Emp1,FR,2025-02-14,2025-03-11
Emp2,FR,2025-05-24,2025-06-11
Emp2,FR,2025-10-28,2025-11-06
Emp2,FR,2025-05-01,2025-05-31
Emp2,FR,2025-08-27,2025-09-09
Emp2,FR,2025-01-23,2025-01-27
Emp2,FR,2025-07-28,2025-08-26
Emp2,FR,2025-01-23,2025-01-28
Emp2,FR,2025-03-24,2025-04-16
Emp2,FR,2025-07-01,2025-07-20
Emp2,FR,2025-05-24,2025-06-03
Emp2,FR,2025-05-06,2025-06-04
Emp2,FR,2025-04-11,2025-05-10
Emp2,FR,2025-03-27,2025-04-11
Emp2,FR,2025-02-26,2025-03-18
Emp2,FR,2025-06-28,2025-07-02
Emp2,FR,2025-10-28,2025-11-08
Emp2,FR,2025-10-20,2025-10-29
Emp2,FR,2025-10-12,2025-10-15
Emp2,FR,2025-05-12,2025-06-11
Emp2,FR,2025-09-25,2025-10-15
Emp3,FR,2025-02-17,2025-02-18
Emp3,FR,2025-08-26,2025-09-20
Emp3,FR,2025-01-30,2025-02-11
Emp3,FR,2025-01-02,2025-01-28
Emp3,FR,2025-01-18,2025-02-05
Emp3,FR,2025-09-05,2025-09-17
Emp3,FR,2025-09-13,2025-09-15
Emp3,FR,2025-06-14,2025-07-06
Emp3,FR,2025-10-04,2025-11-03
Emp3,FR,2025-10-17,2025-11-12
Emp3,FR,2025-06-29,2025-07-21
Emp3,FR,2025-09-12,2025-10-11
Emp3,FR,2025-03-24,2025-04-07
Emp3,FR,2025-01-14,2025-02-12
Emp3,FR,2025-01-20,2025-01-26
Emp3,FR,2025-01-29,2025-01-31
Emp3,FR,2025-08-16,2025-09-03
Emp3,FR,2025-02-20,2025-03-03
Emp3,FR,2025-04-26,2025-05-06
Emp3,FR,2025-02-02,2025-02-18
Emp4,FR,2025-07-12,2025-07-21
Emp4,FR,2025-09-10,2025-10-06
Emp4,FR,2025-03-22,2025-04-01
Emp4,FR,2025-01-05,2025-01-07
Emp4,FR,2025-06-30,2025-07-03
Emp4,FR,2025-09-17,2025-10-02
Emp4,FR,2025-06-26,2025-07-14
Emp4,FR,2025-05-12,2025-05-29
Emp4,FR,2025-09-18,2025-10-11
Emp4,FR,2025-02-18,2025-03-08
Emp4,FR,2025-01-29,2025-02-17
Emp4,FR,2025-09-02,2025-09-28
Emp4,FR,2025-05-25,2025-06-03
Emp4,FR,2025-07-22,2025-08-06
Emp4,FR,2025-01-13,2025-01-15
Emp4,FR,2025-08-27,2025-09-20
Emp4,FR,2025-09-14,2025-09-19
Emp4,FR,2025-01-22,2025-02-12
Emp4,FR,2025-06-02,2025-06-23
Emp4,FR,2025-05-20,2025-06-05
Emp5,FR,2025-05-10,2025-06-03
Emp5,FR,2025-10-23,2025-11-11
Emp5,FR,2025-01-16,2025-02-02
Emp5,FR,2025-02-23,2025-03-15
Emp5,FR,2025-03-07,2025-03-23
Emp5,FR,2025-10-17,2025-10-28
Emp5,FR,2025-02-21,2025-03-14
Emp5,FR,2025-08-13,2025-08-16
Emp5,FR,2025-10-19,2025-10-22
Emp5,FR,2025-05-14,2025-06-01
Emp5,FR,2025-09-25,2025-10-23
Emp5,FR,2025-04-14,2025-05-07
Emp5,FR,2025-03-29,2025-04-08
Emp5,FR,2025-08-17,2025-09-01
Emp5,FR,2025-10-19,2025-11-02
Emp5,FR,2025-06-16,2025-06-18
Emp5,FR,2025-02-24,2025-03-26
Emp5,FR,2025-05-12,2025-05-31
Emp5,FR,2025-05-04,2025-05-12
Emp5,FR,2025-03-17,2025-03-25
